"CODIGO","CICLO","CLAVE_MATERIA","MATERIA","CALIFICACION","MODALIDAD"
"14","2022-A","I9939","FORMACION ESPECIALIZANTE SELECTIVA","AC","INTERCAMBIO ACADÉMICO"
"14","2022-B","I5906","ALMACENES DE DATOS (DATA WAREHOUSE)","95","ORDINARIO"
"14","2022-B","I5902","ADMINISTRACION DE BASES DE DATOS","97","ORDINARIO"
"14","2022-B","I5911","MINERIA DE DATOS","99","ORDINARIO"
"14","2022-B","I5913","SISTEMAS BASADOS EN CONOCIMIENTO","100","ORDINARIO"
"14","2023-A","I5914","SEMINARIO DE SOLUCION DE PROBLEMAS DE SISTEMAS BASADOS EN CONOCIMIENTO","100","ORDINARIO"
"5","2019-B","I5885","SEMINARIO DE SOLUCION DE PROBLEMAS DE ALGORITMIA","71","ACREDITADO"
"5","2019-B","I5886","ESTRUCTURAS DE DATOS I","83","ACREDITADO"
"5","2019-B","I5887","SEMINARIO DE SOLUCION DE PROBLEMAS DE ESTRUCTURAS DE DATOS I","90","ACREDITADO"
"5","2019-B","I5891","SEMINARIO DE SOLUCION DE PROBLEMAS DE BASES DE DATOS","100","ACREDITADO"
"5","2019-B","I5890","BASES DE DATOS","82","ACREDITADO"
"5","2019-B","I5888","ESTRUCTURAS DE DATOS II","91","ACREDITADO"
"5","2019-B","I9939","FORMACION ESPECIALIZANTE SELECTIVA","AC","ACREDITADO"
"5","2019-B","I5892","MATEMATICA DISCRETA","71","ACREDITADO"
"5","2019-B","I5893","METODOS MATEMATICOS I","88","ACREDITADO"
"5","2019-B","I5894","SEMINARIO DE SOLUCION DE PROBLEMAS DE METODOS MATEMATICOS I","85","ACREDITADO"
"5","2019-B","I5895","METODOS MATEMATICOS II","95","ACREDITADO"
"5","2019-B","I5896","SEMINARIO DE SOLUCION DE PROBLEMAS DE METODOS MATEMATICOS II","100","ACREDITADO"
"5","2019-B","I5897","ESTADISTICA Y PROCESOS ESTOCASTICOS","77","ACREDITADO"
"5","2019-B","I5898","INGENIERIA DE SOFTWARE I","94","ACREDITADO"
"5","2019-B","I5899","SEMINARIO DE SOLUCION DE PROBLEMAS DE INGENIERIA DE SOFTWARE I","85","ACREDITADO"
"5","2019-B","I5909","PROGRAMACION PARA INTERNET","86","ACREDITADO"
"5","2020-B","I5900","INGENIERIA DE SOFTWARE II","78","ORDINARIO"
"5","2020-B","I5911","MINERIA DE DATOS","7","EXTRAORDINARIO"
"5","2020-B","I5911","MINERIA DE DATOS","16","ORDINARIO"
"5","2021-A","I5904","SEMINARIO DE SOLUCION DE PROBLEMAS DE USO, ADAPTACION, EXPLOTACION DE SISTEMAS OPERATIVOS","SD","ORDINARIO"
"5","2021-A","I5903","USO, ADAPTACION Y EXPLOTACION DE SISTEMAS OPERATIVOS","SD","ORDINARIO"
"5","2021-A","I5903","USO, ADAPTACION Y EXPLOTACION DE SISTEMAS OPERATIVOS","SD","EXTRAORDINARIO"
"5","2021-A","I5911","MINERIA DE DATOS","SD","ORDINARIO"
"5","2021-A","I5911","MINERIA DE DATOS","SD","EXTRAORDINARIO"
"5","2021-A","I5902","ADMINISTRACION DE BASES DE DATOS","SD","ORDINARIO"
"5","2021-A","I5914","SEMINARIO DE SOLUCION DE PROBLEMAS DE SISTEMAS BASADOS EN CONOCIMIENTO","SD","ORDINARIO"
"5","2021-A","I5912","CLASIFICACION INTELIGENTE DE DATOS","SD","ORDINARIO"
"5","2021-A","I5912","CLASIFICACION INTELIGENTE DE DATOS","SD","EXTRAORDINARIO"
"5","2021-A","I5901","CONTROL DE PROYECTOS","60","ORDINARIO"
"5","2021-A","I5908","ADMINISTRACION DE SERVIDORES","SD","ORDINARIO"
"5","2021-A","I5908","ADMINISTRACION DE SERVIDORES","SD","EXTRAORDINARIO"
"5","2021-A","I5906","ALMACENES DE DATOS (DATA WAREHOUSE)","SD","ORDINARIO"
"5","2021-A","I5906","ALMACENES DE DATOS (DATA WAREHOUSE)","SD","EXTRAORDINARIO"
"5","2021-A","I5913","SISTEMAS BASADOS EN CONOCIMIENTO","100","ORDINARIO"
"5","2021-A","I5907","ADMINISTRACION DE REDES","SD","ORDINARIO"
"5","2021-A","I5907","ADMINISTRACION DE REDES","SD","EXTRAORDINARIO"
"5","2021-A","I5910","HIPERMEDIA","SD","ORDINARIO"
"5","2021-A","I5910","HIPERMEDIA","SD","EXTRAORDINARIO"
"5","2021-B","I5903","USO, ADAPTACION Y EXPLOTACION DE SISTEMAS OPERATIVOS","SD","ORDINARIO"
"5","2021-B","I5907","ADMINISTRACION DE REDES","SD","EXTRAORDINARIO"
"5","2021-B","I5903","USO, ADAPTACION Y EXPLOTACION DE SISTEMAS OPERATIVOS","SD","EXTRAORDINARIO"
"5","2021-B","I5907","ADMINISTRACION DE REDES","0","ORDINARIO"
"5","2021-B","I7370","ADMINISTRACION","SD","EXTRAORDINARIO"
"5","2021-B","I7370","ADMINISTRACION","SD","ORDINARIO"
"5","2021-B","ET417","TOPICOS SELECTOS EN ELECTRONICA","0","EXTRAORDINARIO"
"5","2021-B","ET417","TOPICOS SELECTOS EN ELECTRONICA","0","ORDINARIO"
"5","2021-B","I5911","MINERIA DE DATOS","SD","EXTRAORDINARIO"
"5","2021-B","I5911","MINERIA DE DATOS","SD","ORDINARIO"
"5","2021-B","I5906","ALMACENES DE DATOS (DATA WAREHOUSE)","100","ORDINARIO"
"5","2021-B","I5912","CLASIFICACION INTELIGENTE DE DATOS","50","EXTRAORDINARIO"
"5","2021-B","I5912","CLASIFICACION INTELIGENTE DE DATOS","50","ORDINARIO"
"5","2021-B","I5908","ADMINISTRACION DE SERVIDORES","SD","EXTRAORDINARIO"
"5","2021-B","I5908","ADMINISTRACION DE SERVIDORES","SD","ORDINARIO"
"5","2021-B","I5902","ADMINISTRACION DE BASES DE DATOS","SD","EXTRAORDINARIO"
"5","2021-B","I5902","ADMINISTRACION DE BASES DE DATOS","SD","ORDINARIO"
"5","2021-B","I5914","SEMINARIO DE SOLUCION DE PROBLEMAS DE SISTEMAS BASADOS EN CONOCIMIENTO","SD","ORDINARIO"
"5","2021-B","I5910","HIPERMEDIA","SD","ORDINARIO"
"5","2021-B","I5904","SEMINARIO DE SOLUCION DE PROBLEMAS DE USO, ADAPTACION, EXPLOTACION DE SISTEMAS OPERATIVOS","SD","ORDINARIO"
"6","2019-B","I5892","MATEMATICA DISCRETA","SD","ORDINARIO"
"6","2019-B","I5892","MATEMATICA DISCRETA","SD","EXTRAORDINARIO"
"6","2019-B","I5893","METODOS MATEMATICOS I","37","ORDINARIO"
"6","2019-B","I5893","METODOS MATEMATICOS I","15","EXTRAORDINARIO"
"6","2019-B","I5882","PROGRAMACION","SD","ORDINARIO"
"6","2019-B","I5882","PROGRAMACION","SD","EXTRAORDINARIO"
"6","2019-B","I5894","SEMINARIO DE SOLUCION DE PROBLEMAS DE METODOS MATEMATICOS I","SD","ORDINARIO"
"6","2019-B","I5883","SEMINARIO DE SOLUCION DE PROBLEMAS DE PROGRAMACION","SD","ORDINARIO"
"7","2020-B","I5892","MATEMATICA DISCRETA","85","ORDINARIO"
"7","2020-B","I5883","SEMINARIO DE SOLUCION DE PROBLEMAS DE PROGRAMACION","80","ORDINARIO"
"7","2020-B","I5882","PROGRAMACION","80","ORDINARIO"
"7","2021-A","I5915","TEORIA DE LA COMPUTACION","SD","ORDINARIO"
"7","2021-A","I5886","ESTRUCTURAS DE DATOS I","SD","EXTRAORDINARIO"
"7","2021-A","I5915","TEORIA DE LA COMPUTACION","SD","EXTRAORDINARIO"
"7","2021-A","I5887","SEMINARIO DE SOLUCION DE PROBLEMAS DE ESTRUCTURAS DE DATOS I","30","ORDINARIO"
"7","2021-A","I5894","SEMINARIO DE SOLUCION DE PROBLEMAS DE METODOS MATEMATICOS I","70","ORDINARIO"
"7","2021-A","I5893","METODOS MATEMATICOS I","SD","EXTRAORDINARIO"
"7","2021-A","I5886","ESTRUCTURAS DE DATOS I","SD","ORDINARIO"
"7","2021-A","I5893","METODOS MATEMATICOS I","SD","ORDINARIO"
"7","2021-B","I5893","METODOS MATEMATICOS I","SD","EXTRAORDINARIO"
"7","2021-B","I5895","METODOS MATEMATICOS II","SD","ORDINARIO"
"7","2021-B","I5915","TEORIA DE LA COMPUTACION","SD","ORDINARIO"
"7","2021-B","I5915","TEORIA DE LA COMPUTACION","SD","EXTRAORDINARIO"
"7","2021-B","I5886","ESTRUCTURAS DE DATOS I","SD","ORDINARIO"
"7","2021-B","I5886","ESTRUCTURAS DE DATOS I","SD","EXTRAORDINARIO"
"7","2021-B","I5893","METODOS MATEMATICOS I","SD","ORDINARIO"
"7","2021-B","I5895","METODOS MATEMATICOS II","SD","EXTRAORDINARIO"
"7","2022-A","I5886","ESTRUCTURAS DE DATOS I","SD","ORDINARIO"
"7","2022-A","I5886","ESTRUCTURAS DE DATOS I","SD","EXTRAORDINARIO"
"7","2022-A","I5915","TEORIA DE LA COMPUTACION","SD","EXTRAORDINARIO"
"7","2022-A","I5915","TEORIA DE LA COMPUTACION","SD","ORDINARIO"
"7","2022-A","I5887","SEMINARIO DE SOLUCION DE PROBLEMAS DE ESTRUCTURAS DE DATOS I","SD","ORDINARIO"
"7","2022-A","I5893","METODOS MATEMATICOS I","10","ORDINARIO"
"7","2022-A","I5893","METODOS MATEMATICOS I","0","EXTRAORDINARIO"
"8","2019-B","I5891","SEMINARIO DE SOLUCION DE PROBLEMAS DE BASES DE DATOS","100","ACREDITADO"
"8","2019-B","I5890","BASES DE DATOS","100","ACREDITADO"
"8","2019-B","I5888","ESTRUCTURAS DE DATOS II","90","ACREDITADO"
"8","2019-B","I5889","SEMINARIO DE SOLUCION DE PROBLEMAS DE ESTRUCTURAS DE DATOS II","100","ACREDITADO"
"8","2019-B","I5892","MATEMATICA DISCRETA","84","ACREDITADO"
"8","2019-B","I5893","METODOS MATEMATICOS I","76","ACREDITADO"
"8","2019-B","I5894","SEMINARIO DE SOLUCION DE PROBLEMAS DE METODOS MATEMATICOS I","90","ACREDITADO"
"8","2019-B","I5895","METODOS MATEMATICOS II","93","ACREDITADO"
"1","2019-B","I5894","SEMINARIO DE SOLUCION DE PROBLEMAS DE METODOS MATEMATICOS I","100","ORDINARIO"
"1","2019-B","I5893","METODOS MATEMATICOS I","93","ORDINARIO"
"1","2019-B","I5882","PROGRAMACION","99","ORDINARIO"
"1","2019-B","I6123","INTRODUCCION A LA FISICA","100","ORDINARIO"
"1","2019-B","I5883","SEMINARIO DE SOLUCION DE PROBLEMAS DE PROGRAMACION","89","ORDINARIO"
"1","2019-B","I5892","MATEMATICA DISCRETA","95","ORDINARIO"
"1","2020-A","I5896","SEMINARIO DE SOLUCION DE PROBLEMAS DE METODOS MATEMATICOS II","97","ORDINARIO"
"1","2020-A","I5915","TEORIA DE LA COMPUTACION","100","ORDINARIO"
"1","2020-A","I5887","SEMINARIO DE SOLUCION DE PROBLEMAS DE ESTRUCTURAS DE DATOS I","100","ORDINARIO"
"1","2020-A","I5895","METODOS MATEMATICOS II","81","ORDINARIO"
"1","2020-A","I5886","ESTRUCTURAS DE DATOS I","100","ORDINARIO"
"1","2020-A","I5897","ESTADISTICA Y PROCESOS ESTOCASTICOS","100","ORDINARIO"
"1","2020-B","I5907","ADMINISTRACION DE REDES","98","ORDINARIO"
"1","2020-B","I5885","SEMINARIO DE SOLUCION DE PROBLEMAS DE ALGORITMIA","100","ORDINARIO"
"1","2020-B","I5889","SEMINARIO DE SOLUCION DE PROBLEMAS DE ESTRUCTURAS DE DATOS II","100","ORDINARIO"
"1","2020-B","I5884","ALGORITMIA","79","ORDINARIO"
"1","2020-B","I5888","ESTRUCTURAS DE DATOS II","97","ORDINARIO"
"1","2021-A","I5898","INGENIERIA DE SOFTWARE I","50","ORDINARIO"
"1","2021-A","I5898","INGENIERIA DE SOFTWARE I","90","EXTRAORDINARIO"
"1","2021-A","I5891","SEMINARIO DE SOLUCION DE PROBLEMAS DE BASES DE DATOS","96","ORDINARIO"
"1","2021-A","I5901","CONTROL DE PROYECTOS","98","ORDINARIO"
"1","2021-A","I5908","ADMINISTRACION DE SERVIDORES","97","ORDINARIO"
"1","2021-A","I5890","BASES DE DATOS","100","ORDINARIO"
"1","2021-A","I5910","HIPERMEDIA","100","ORDINARIO"
"1","2021-B","I5905","SEGURIDAD DE LA INFORMACION","100","ORDINARIO"
"1","2021-B","I5900","INGENIERIA DE SOFTWARE II","92","ORDINARIO"
"1","2021-B","I5899","SEMINARIO DE SOLUCION DE PROBLEMAS DE INGENIERIA DE SOFTWARE I","98","ORDINARIO"
"1","2021-B","I5909","PROGRAMACION PARA INTERNET","97","ORDINARIO"
"1","2021-B","I5903","USO, ADAPTACION Y EXPLOTACION DE SISTEMAS OPERATIVOS","100","ORDINARIO"
"1","2021-B","I5904","SEMINARIO DE SOLUCION DE PROBLEMAS DE USO, ADAPTACION, EXPLOTACION DE SISTEMAS OPERATIVOS","100","ORDINARIO"
"1","2022-A","I5902","ADMINISTRACION DE BASES DE DATOS","100","ORDINARIO"
"1","2022-A","ET414","TOPICOS SELECTOS EN SISTEMAS DIGITALES","100","ORDINARIO"
"1","2022-A","I5906","ALMACENES DE DATOS (DATA WAREHOUSE)","100","ORDINARIO"
"1","2022-A","I5912","CLASIFICACION INTELIGENTE DE DATOS","70","ORDINARIO"
"1","2022-A","I5911","MINERIA DE DATOS","90","ORDINARIO"
"1","2022-B","I5914","SEMINARIO DE SOLUCION DE PROBLEMAS DE SISTEMAS BASADOS EN CONOCIMIENTO","100","ORDINARIO"
"1","2022-B","IL353","ADMINISTRACION DE PROYECTOS TECNOLOGICOS","100","ORDINARIO"
"1","2022-B","IL351","INNOVACION Y TECNOLOGIA","100","ORDINARIO"
"1","2022-B","I5913","SISTEMAS BASADOS EN CONOCIMIENTO","88","ORDINARIO"
"1","2023-A","I5917","PROYECTO DE SISTEMAS ROBUSTOS, PARALELOS Y DISTRIBUIDOS","AC","ORDINARIO"
"1","2023-A","I5916","PROYECTO DE GESTION DE LA TECNOLOGIA DE INFORMACION","AC","ORDINARIO"
"1","2023-A","I5918","COMPUTO FLEXIBLE (SOFTCOMPUTING)","AC","ORDINARIO"
"2","2020-A","I5897","ESTADISTICA Y PROCESOS ESTOCASTICOS","100","ORDINARIO"
"2","2020-A","I5882","PROGRAMACION","77","ORDINARIO"
"2","2020-A","I5883","SEMINARIO DE SOLUCION DE PROBLEMAS DE PROGRAMACION","73","ORDINARIO"
"2","2020-A","I5915","TEORIA DE LA COMPUTACION","80","ORDINARIO"
"2","2020-A","I5892","MATEMATICA DISCRETA","100","ORDINARIO"
"2","2020-A","I5893","METODOS MATEMATICOS I","89","ORDINARIO"
"2","2020-A","I5896","SEMINARIO DE SOLUCION DE PROBLEMAS DE METODOS MATEMATICOS II","63","ORDINARIO"
"2","2020-A","I5894","SEMINARIO DE SOLUCION DE PROBLEMAS DE METODOS MATEMATICOS I","80","ORDINARIO"
"2","2020-B","I5910","HIPERMEDIA","65","ORDINARIO"
"2","2020-B","I5886","ESTRUCTURAS DE DATOS I","63","ORDINARIO"
"2","2020-B","I5895","METODOS MATEMATICOS II","96","ORDINARIO"
"2","2021-A","I5884","ALGORITMIA","SD","ORDINARIO"
"2","2021-A","I5884","ALGORITMIA","SD","EXTRAORDINARIO"
"2","2021-A","I5885","SEMINARIO DE SOLUCION DE PROBLEMAS DE ALGORITMIA","98","ORDINARIO"
"2","2021-A","I5887","SEMINARIO DE SOLUCION DE PROBLEMAS DE ESTRUCTURAS DE DATOS I","SD","ORDINARIO"
"2","2021-A","I5888","ESTRUCTURAS DE DATOS II","SD","ORDINARIO"
"2","2021-A","I5888","ESTRUCTURAS DE DATOS II","SD","EXTRAORDINARIO"
"2","2021-A","I5890","BASES DE DATOS","40","ORDINARIO"
"2","2021-A","I5890","BASES DE DATOS","SD","EXTRAORDINARIO"
"2","2021-A","I5891","SEMINARIO DE SOLUCION DE PROBLEMAS DE BASES DE DATOS","SD","ORDINARIO"
"2","2021-A","I5908","ADMINISTRACION DE SERVIDORES","SD","ORDINARIO"
"2","2021-A","I5908","ADMINISTRACION DE SERVIDORES","SD","EXTRAORDINARIO"
"2","2021-A","I5909","PROGRAMACION PARA INTERNET","SD","ORDINARIO"
"2","2021-A","I5909","PROGRAMACION PARA INTERNET","SD","EXTRAORDINARIO"
"2","2021-B","I5884","ALGORITMIA","SD","EXTRAORDINARIO"
"2","2021-B","I5884","ALGORITMIA","SD","ORDINARIO"
"2","2021-B","I5887","SEMINARIO DE SOLUCION DE PROBLEMAS DE ESTRUCTURAS DE DATOS I","SD","ORDINARIO"
"2","2021-B","I5888","ESTRUCTURAS DE DATOS II","SD","ORDINARIO"
"2","2021-B","I5888","ESTRUCTURAS DE DATOS II","SD","EXTRAORDINARIO"
"2","2021-B","I5891","SEMINARIO DE SOLUCION DE PROBLEMAS DE BASES DE DATOS","83","ORDINARIO"
"2","2021-B","I5908","ADMINISTRACION DE SERVIDORES","10","ORDINARIO"
"2","2021-B","I5908","ADMINISTRACION DE SERVIDORES","SD","EXTRAORDINARIO"
"2","2021-B","I5909","PROGRAMACION PARA INTERNET","SD","ORDINARIO"
"2","2021-B","I5909","PROGRAMACION PARA INTERNET","SD","EXTRAORDINARIO"
"2","2021-B","I5890","BASES DE DATOS","65","ORDINARIO"
"2","2022-A","I5888","ESTRUCTURAS DE DATOS II","SD","EXTRAORDINARIO"
"2","2022-A","I5887","SEMINARIO DE SOLUCION DE PROBLEMAS DE ESTRUCTURAS DE DATOS I","50","ORDINARIO"
"2","2022-A","I5888","ESTRUCTURAS DE DATOS II","SD","ORDINARIO"
"2","2022-A","I5884","ALGORITMIA","73","ORDINARIO"
"2","2022-A","I5909","PROGRAMACION PARA INTERNET","SD","EXTRAORDINARIO"
"2","2022-A","I5909","PROGRAMACION PARA INTERNET","7","ORDINARIO"
"2","2022-A","I5908","ADMINISTRACION DE SERVIDORES","SD","EXTRAORDINARIO"
"2","2022-A","I5908","ADMINISTRACION DE SERVIDORES","SD","ORDINARIO"
"2","2022-B","I5908","ADMINISTRACION DE SERVIDORES","SD","EXTRAORDINARIO"
"2","2022-B","I5908","ADMINISTRACION DE SERVIDORES","SD","ORDINARIO"
"2","2022-B","I5887","SEMINARIO DE SOLUCION DE PROBLEMAS DE ESTRUCTURAS DE DATOS I","SD","ORDINARIO"
"2","2022-B","I5888","ESTRUCTURAS DE DATOS II","60","ORDINARIO"
"2","2022-B","I5909","PROGRAMACION PARA INTERNET","60","ORDINARIO"
"3","2019-B","I5900","INGENIERIA DE SOFTWARE II","SD","EXTRAORDINARIO"
"3","2019-B","ET412","TOPICOS SELECTOS EN COMUNICACIONES","95","ORDINARIO"
"3","2019-B","I5905","SEGURIDAD DE LA INFORMACION","SD","ORDINARIO"
"3","2019-B","I5905","SEGURIDAD DE LA INFORMACION","SD","EXTRAORDINARIO"
"3","2019-B","I5910","HIPERMEDIA","90","ORDINARIO"
"3","2019-B","I5882","PROGRAMACION","75","ACREDITADO"
"3","2019-B","I5883","SEMINARIO DE SOLUCION DE PROBLEMAS DE PROGRAMACION","65","ACREDITADO"
"3","2019-B","I5884","ALGORITMIA","67","ACREDITADO"
"3","2019-B","I5885","SEMINARIO DE SOLUCION DE PROBLEMAS DE ALGORITMIA","85","ACREDITADO"
"3","2019-B","I5886","ESTRUCTURAS DE DATOS I","79","ACREDITADO"
"3","2019-B","I5887","SEMINARIO DE SOLUCION DE PROBLEMAS DE ESTRUCTURAS DE DATOS I","75","ACREDITADO"
"31","2020-B","I5909","PROGRAMACION PARA INTERNET","75","ORDINARIO"
"31","2021-A","I5897","ESTADISTICA Y PROCESOS ESTOCASTICOS","96","ORDINARIO"
"31","2021-A","I5888","ESTRUCTURAS DE DATOS II","65","ORDINARIO"
"31","2021-A","I5891","SEMINARIO DE SOLUCION DE PROBLEMAS DE BASES DE DATOS","74","ORDINARIO"
"31","2021-A","I5908","ADMINISTRACION DE SERVIDORES","70","ORDINARIO"
"31","2021-A","I5898","INGENIERIA DE SOFTWARE I","95","ORDINARIO"
"31","2021-A","I5887","SEMINARIO DE SOLUCION DE PROBLEMAS DE ESTRUCTURAS DE DATOS I","100","ORDINARIO"
"31","2021-A","I5890","BASES DE DATOS","80","ORDINARIO"
"31","2021-B","I5905","SEGURIDAD DE LA INFORMACION","95","ORDINARIO"
"31","2021-B","I5900","INGENIERIA DE SOFTWARE II","60","ORDINARIO"
"31","2021-B","I5902","ADMINISTRACION DE BASES DE DATOS","95","ORDINARIO"
"31","2021-B","I5911","MINERIA DE DATOS","65","ORDINARIO"
"31","2021-B","I5884","ALGORITMIA","100","ORDINARIO"
"31","2021-B","I5901","CONTROL DE PROYECTOS","100","ORDINARIO"
"31","2021-B","I5889","SEMINARIO DE SOLUCION DE PROBLEMAS DE ESTRUCTURAS DE DATOS II","95","ORDINARIO"
"31","2022-A","I6487","ANALISIS CONTABLE","69","ORDINARIO"
"31","2022-A","I5906","ALMACENES DE DATOS (DATA WAREHOUSE)","100","ORDINARIO"
"31","2022-A","I7367","TALLER DE REDACCION TECNICA","100","ORDINARIO"
"31","2022-A","I5904","SEMINARIO DE SOLUCION DE PROBLEMAS DE USO, ADAPTACION, EXPLOTACION DE SISTEMAS OPERATIVOS","72","ORDINARIO"
"31","2022-A","I6493","PROBLEMAS SOCIOECONOMICOS Y POLITICOS DE MEXICO","95","ORDINARIO"
"31","2022-A","I5885","SEMINARIO DE SOLUCION DE PROBLEMAS DE ALGORITMIA","97","ORDINARIO"
"31","2022-A","I5903","USO, ADAPTACION Y EXPLOTACION DE SISTEMAS OPERATIVOS","81","ORDINARIO"
"31","2022-B","I5913","SISTEMAS BASADOS EN CONOCIMIENTO","100","ORDINARIO"
"31","2022-B","I5914","SEMINARIO DE SOLUCION DE PROBLEMAS DE SISTEMAS BASADOS EN CONOCIMIENTO","77","ORDINARIO"
"31","2022-B","I7037","SEGURIDAD","90","ORDINARIO"
"31","2022-B","I7042","SIMULACION POR COMPUTADORA","35","ORDINARIO"
"31","2022-B","I5912","CLASIFICACION INTELIGENTE DE DATOS","64","ORDINARIO"
"31","2022-B","I7042","SIMULACION POR COMPUTADORA","70","EXTRAORDINARIO"
"31","2023-A","I5899","SEMINARIO DE SOLUCION DE PROBLEMAS DE INGENIERIA DE SOFTWARE I","81","ORDINARIO"
"32","2019-B","I5882","PROGRAMACION","87","ORDINARIO"
"32","2019-B","I5883","SEMINARIO DE SOLUCION DE PROBLEMAS DE PROGRAMACION","87","ORDINARIO"
"32","2019-B","I5894","SEMINARIO DE SOLUCION DE PROBLEMAS DE METODOS MATEMATICOS I","95","ORDINARIO"
"32","2019-B","I5893","METODOS MATEMATICOS I","80","ORDINARIO"
"32","2019-B","I5892","MATEMATICA DISCRETA","81","ORDINARIO"
"32","2019-B","I6123","INTRODUCCION A LA FISICA","80","ORDINARIO"
"32","2020-A","I5896","SEMINARIO DE SOLUCION DE PROBLEMAS DE METODOS MATEMATICOS II","70","ORDINARIO"
"32","2020-A","I5915","TEORIA DE LA COMPUTACION","100","ORDINARIO"
"32","2020-A","I5887","SEMINARIO DE SOLUCION DE PROBLEMAS DE ESTRUCTURAS DE DATOS I","97","ORDINARIO"
"32","2020-A","I5895","METODOS MATEMATICOS II","89","ORDINARIO"
"32","2020-A","I5886","ESTRUCTURAS DE DATOS I","75","ORDINARIO"
"32","2020-B","I5889","SEMINARIO DE SOLUCION DE PROBLEMAS DE ESTRUCTURAS DE DATOS II","100","ORDINARIO"
"32","2020-B","I5897","ESTADISTICA Y PROCESOS ESTOCASTICOS","100","ORDINARIO"
"32","2020-B","I5907","ADMINISTRACION DE REDES","100","ORDINARIO"
"32","2020-B","I5885","SEMINARIO DE SOLUCION DE PROBLEMAS DE ALGORITMIA","68","ORDINARIO"
"32","2020-B","I5888","ESTRUCTURAS DE DATOS II","100","ORDINARIO"
"32","2020-B","I5884","ALGORITMIA","100","ORDINARIO"
"32","2021-A","I5909","PROGRAMACION PARA INTERNET","100","ORDINARIO"
"32","2021-A","I5908","ADMINISTRACION DE SERVIDORES","100","ORDINARIO"
"32","2021-A","I5910","HIPERMEDIA","98","ORDINARIO"
"32","2021-A","I5898","INGENIERIA DE SOFTWARE I","92","ORDINARIO"
"32","2021-A","I5891","SEMINARIO DE SOLUCION DE PROBLEMAS DE BASES DE DATOS","98","ORDINARIO"
"32","2021-A","I5890","BASES DE DATOS","97","ORDINARIO"
"32","2021-B","I5903","USO, ADAPTACION Y EXPLOTACION DE SISTEMAS OPERATIVOS","100","ORDINARIO"
"32","2021-B","I5900","INGENIERIA DE SOFTWARE II","97","ORDINARIO"
"32","2021-B","I5899","SEMINARIO DE SOLUCION DE PROBLEMAS DE INGENIERIA DE SOFTWARE I","92","ORDINARIO"
"32","2021-B","I5905","SEGURIDAD DE LA INFORMACION","100","ORDINARIO"
"32","2021-B","I5901","CONTROL DE PROYECTOS","100","ORDINARIO"
"32","2022-A","I5902","ADMINISTRACION DE BASES DE DATOS","88","ORDINARIO"
"32","2022-A","IL351","INNOVACION Y TECNOLOGIA","99","ORDINARIO"
"32","2022-A","IL341","ETICA Y LEGISLACION","100","ORDINARIO"
"32","2022-A","I5906","ALMACENES DE DATOS (DATA WAREHOUSE)","100","ORDINARIO"
"32","2022-A","I5911","MINERIA DE DATOS","83","ORDINARIO"
"32","2022-A","I5904","SEMINARIO DE SOLUCION DE PROBLEMAS DE USO, ADAPTACION, EXPLOTACION DE SISTEMAS OPERATIVOS","95","ORDINARIO"
"32","2022-B","I5912","CLASIFICACION INTELIGENTE DE DATOS","78","ORDINARIO"
"32","2022-B","I5913","SISTEMAS BASADOS EN CONOCIMIENTO","90","ORDINARIO"
"32","2022-B","I5914","SEMINARIO DE SOLUCION DE PROBLEMAS DE SISTEMAS BASADOS EN CONOCIMIENTO","97","ORDINARIO"
"32","2023-A","ET414","TOPICOS SELECTOS EN SISTEMAS DIGITALES","95","ORDINARIO"
"32","2023-B","IL353","ADMINISTRACION DE PROYECTOS TECNOLOGICOS","92","ORDINARIO"
"32","2024-A","I5917","PROYECTO DE SISTEMAS ROBUSTOS, PARALELOS Y DISTRIBUIDOS","AC","ORDINARIO"
"32","2024-A","I5916","PROYECTO DE GESTION DE LA TECNOLOGIA DE INFORMACION","AC","ORDINARIO"
"32","2024-A","I5918","COMPUTO FLEXIBLE (SOFTCOMPUTING)","AC","ORDINARIO"
"33","2020-A","I5893","METODOS MATEMATICOS I","80","ORDINARIO"
"33","2020-A","I5892","MATEMATICA DISCRETA","70","ORDINARIO"
"33","2020-A","I6123","INTRODUCCION A LA FISICA","71","ORDINARIO"
"33","2020-A","I5894","SEMINARIO DE SOLUCION DE PROBLEMAS DE METODOS MATEMATICOS I","70","ORDINARIO"
"33","2020-A","I5883","SEMINARIO DE SOLUCION DE PROBLEMAS DE PROGRAMACION","100","ORDINARIO"
"33","2020-A","I5882","PROGRAMACION","90","ORDINARIO"
"33","2020-B","I5887","SEMINARIO DE SOLUCION DE PROBLEMAS DE ESTRUCTURAS DE DATOS I","100","ORDINARIO"
"33","2020-B","I5915","TEORIA DE LA COMPUTACION","70","ORDINARIO"
"33","2020-B","I5895","METODOS MATEMATICOS II","96","ORDINARIO"
"33","2020-B","I5896","SEMINARIO DE SOLUCION DE PROBLEMAS DE METODOS MATEMATICOS II","80","ORDINARIO"
"34","2019-B","I5883","SEMINARIO DE SOLUCION DE PROBLEMAS DE PROGRAMACION","78","ORDINARIO"
"34","2019-B","I5892","MATEMATICA DISCRETA","83","ORDINARIO"
"34","2019-B","I5893","METODOS MATEMATICOS I","77","ORDINARIO"
"34","2019-B","I6123","INTRODUCCION A LA FISICA","95","ORDINARIO"
