"CODIGO","CICLO","CLAVE_MATERIA","MATERIA","CALIFICACION","MODALIDAD"
"161","2021-A","I5895","METODOS MATEMATICOS II","0","ORDINARIO"
"161","2021-A","I5886","ESTRUCTURAS DE DATOS I","SD","EXTRAORDINARIO"
"161","2021-A","I5886","ESTRUCTURAS DE DATOS I","SD","ORDINARIO"
"161","2021-A","I5887","SEMINARIO DE SOLUCION DE PROBLEMAS DE ESTRUCTURAS DE DATOS I","SD","ORDINARIO"
"161","2021-A","I5909","PROGRAMACION PARA INTERNET","SD","ORDINARIO"
"161","2021-A","I5909","PROGRAMACION PARA INTERNET","SD","EXTRAORDINARIO"
"162","2019-B","I5883","SEMINARIO DE SOLUCION DE PROBLEMAS DE PROGRAMACION","84","ORDINARIO"
"162","2019-B","I5892","MATEMATICA DISCRETA","74","ORDINARIO"
"162","2019-B","I5882","PROGRAMACION","82","ORDINARIO"
"162","2019-B","I5894","SEMINARIO DE SOLUCION DE PROBLEMAS DE METODOS MATEMATICOS I","82","ORDINARIO"
"162","2019-B","I6123","INTRODUCCION A LA FISICA","86","ORDINARIO"
"162","2019-B","I5893","METODOS MATEMATICOS I","90","ORDINARIO"
"162","2020-A","I5887","SEMINARIO DE SOLUCION DE PROBLEMAS DE ESTRUCTURAS DE DATOS I","86","ORDINARIO"
"162","2020-A","I5915","TEORIA DE LA COMPUTACION","72","ORDINARIO"
"162","2020-A","I5895","METODOS MATEMATICOS II","89","ORDINARIO"
"162","2020-A","I5886","ESTRUCTURAS DE DATOS I","67","ORDINARIO"
"162","2020-A","I5896","SEMINARIO DE SOLUCION DE PROBLEMAS DE METODOS MATEMATICOS II","67","ORDINARIO"
"162","2020-B","I5910","HIPERMEDIA","100","ORDINARIO"
"162","2020-B","I5897","ESTADISTICA Y PROCESOS ESTOCASTICOS","70","ORDINARIO"
"162","2020-B","I5908","ADMINISTRACION DE SERVIDORES","60","ORDINARIO"
"162","2020-B","I5888","ESTRUCTURAS DE DATOS II","63","ORDINARIO"
"162","2021-A","I5907","ADMINISTRACION DE REDES","90","ORDINARIO"
"162","2021-B","I5885","SEMINARIO DE SOLUCION DE PROBLEMAS DE ALGORITMIA","SD","ORDINARIO"
"162","2021-B","I5884","ALGORITMIA","87","ORDINARIO"
"162","2021-B","I5905","SEGURIDAD DE LA INFORMACION","91","ORDINARIO"
"162","2022-A","I5890","BASES DE DATOS","90","ORDINARIO"
"162","2022-A","I5901","CONTROL DE PROYECTOS","85","ORDINARIO"
"162","2022-A","I5889","SEMINARIO DE SOLUCION DE PROBLEMAS DE ESTRUCTURAS DE DATOS II","100","ORDINARIO"
"162","2022-A","I5885","SEMINARIO DE SOLUCION DE PROBLEMAS DE ALGORITMIA","SD","ORDINARIO"
"162","2022-A","I5891","SEMINARIO DE SOLUCION DE PROBLEMAS DE BASES DE DATOS","89","ORDINARIO"
"162","2022-B","I5885","SEMINARIO DE SOLUCION DE PROBLEMAS DE ALGORITMIA","80","ORDINARIO"
"162","2022-B","I5906","ALMACENES DE DATOS (DATA WAREHOUSE)","100","ORDINARIO"
"162","2022-B","I5909","PROGRAMACION PARA INTERNET","SD","EXTRAORDINARIO"
"162","2022-B","I5902","ADMINISTRACION DE BASES DE DATOS","89","ORDINARIO"
"162","2022-B","I5909","PROGRAMACION PARA INTERNET","SD","ORDINARIO"
"162","2023-A","I5911","MINERIA DE DATOS","88","ORDINARIO"
"162","2023-A","I5909","PROGRAMACION PARA INTERNET","100","ORDINARIO"
"162","2023-A","I5903","USO, ADAPTACION Y EXPLOTACION DE SISTEMAS OPERATIVOS","100","ORDINARIO"
"162","2023-A","I5914","SEMINARIO DE SOLUCION DE PROBLEMAS DE SISTEMAS BASADOS EN CONOCIMIENTO","64","ORDINARIO"
"162","2023-A","I5913","SISTEMAS BASADOS EN CONOCIMIENTO","100","ORDINARIO"
"162","2023-B","I5912","CLASIFICACION INTELIGENTE DE DATOS","100","ORDINARIO"
"162","2023-B","I5899","SEMINARIO DE SOLUCION DE PROBLEMAS DE INGENIERIA DE SOFTWARE I","95","ORDINARIO"
"162","2023-B","IL353","ADMINISTRACION DE PROYECTOS TECNOLOGICOS","99","ORDINARIO"
"162","2023-B","I5898","INGENIERIA DE SOFTWARE I","84","ORDINARIO"
"162","2024-A","IL341","ETICA Y LEGISLACION","92","ORDINARIO"
"162","2024-A","I5904","SEMINARIO DE SOLUCION DE PROBLEMAS DE USO, ADAPTACION, EXPLOTACION DE SISTEMAS OPERATIVOS","95","ORDINARIO"
"162","2024-A","I7029","SISTEMAS OPERATIVOS","93","ORDINARIO"
"162","2024-A","I7036","COMPUTACION TOLERANTE A FALLAS","73","ORDINARIO"
"162","2024-A","I5900","INGENIERIA DE SOFTWARE II","87","ORDINARIO"
"219749967","2019-B","I6123","INTRODUCCION A LA FISICA","100","ORDINARIO"
"219749967","2019-B","I5883","SEMINARIO DE SOLUCION DE PROBLEMAS DE PROGRAMACION","94","ORDINARIO"
"219749967","2019-B","I5892","MATEMATICA DISCRETA","89","ORDINARIO"
"219749967","2019-B","I5893","METODOS MATEMATICOS I","98","ORDINARIO"
"219749967","2019-B","I5894","SEMINARIO DE SOLUCION DE PROBLEMAS DE METODOS MATEMATICOS I","95","ORDINARIO"
"219749967","2019-B","I5882","PROGRAMACION","100","ORDINARIO"
"219749967","2020-A","I5887","SEMINARIO DE SOLUCION DE PROBLEMAS DE ESTRUCTURAS DE DATOS I","99","ORDINARIO"
"219749967","2020-A","I5895","METODOS MATEMATICOS II","100","ORDINARIO"
"219749967","2020-A","I5886","ESTRUCTURAS DE DATOS I","92","ORDINARIO"
"219749967","2020-A","I5896","SEMINARIO DE SOLUCION DE PROBLEMAS DE METODOS MATEMATICOS II","67","ORDINARIO"
"219749967","2020-A","I5915","TEORIA DE LA COMPUTACION","81","ORDINARIO"
"219749967","2020-B","I5897","ESTADISTICA Y PROCESOS ESTOCASTICOS","100","ORDINARIO"
"196","2021-B","I5899","SEMINARIO DE SOLUCION DE PROBLEMAS DE INGENIERIA DE SOFTWARE I","93","ORDINARIO"
"196","2021-B","I5909","PROGRAMACION PARA INTERNET","100","ORDINARIO"
"196","2021-B","I5902","ADMINISTRACION DE BASES DE DATOS","100","ORDINARIO"
"196","2022-A","I5906","ALMACENES DE DATOS (DATA WAREHOUSE)","100","ORDINARIO"
"196","2022-A","I5914","SEMINARIO DE SOLUCION DE PROBLEMAS DE SISTEMAS BASADOS EN CONOCIMIENTO","98","ORDINARIO"
"196","2022-A","I5913","SISTEMAS BASADOS EN CONOCIMIENTO","100","ORDINARIO"
"196","2022-A","I5895","METODOS MATEMATICOS II","93","ORDINARIO"
"196","2022-A","I5884","ALGORITMIA","94","ORDINARIO"
"196","2022-B","I5885","SEMINARIO DE SOLUCION DE PROBLEMAS DE ALGORITMIA","100","ORDINARIO"
"196","2022-B","LT251","EXPRESION ORAL Y ESCRITA","100","ORDINARIO"
"196","2022-B","IL351","INNOVACION Y TECNOLOGIA","100","ORDINARIO"
"196","2022-B","I5905","SEGURIDAD DE LA INFORMACION","100","ORDINARIO"
"196","2022-B","I7268","PROGRAMACION DE SISTEMAS RECONFIGURABLES","100","ORDINARIO"
"196","2022-B","I5911","MINERIA DE DATOS","96","ORDINARIO"
"196","2023-A","IL365","ARQUITECTURA DE COMPUTADORAS","96","ORDINARIO"
"196","2023-A","IL350","LIDERAZGO Y EMPRENDIMIENTO","97","ORDINARIO"
"196","2023-A","I5912","CLASIFICACION INTELIGENTE DE DATOS","100","ORDINARIO"
"196","2023-B","I5904","SEMINARIO DE SOLUCION DE PROBLEMAS DE USO, ADAPTACION, EXPLOTACION DE SISTEMAS OPERATIVOS","100","ORDINARIO"
"196","2023-B","I5916","PROYECTO DE GESTION DE LA TECNOLOGIA DE INFORMACION","AC","ORDINARIO"
"196","2023-B","I5917","PROYECTO DE SISTEMAS ROBUSTOS, PARALELOS Y DISTRIBUIDOS","AC","ORDINARIO"
"196","2023-B","I5918","COMPUTO FLEXIBLE (SOFTCOMPUTING)","AC","ORDINARIO"
"197","2019-B","I6123","INTRODUCCION A LA FISICA","71","ORDINARIO"
"197","2019-B","I5883","SEMINARIO DE SOLUCION DE PROBLEMAS DE PROGRAMACION","84","ORDINARIO"
"197","2019-B","I5894","SEMINARIO DE SOLUCION DE PROBLEMAS DE METODOS MATEMATICOS I","75","ORDINARIO"
"197","2019-B","I5882","PROGRAMACION","96","ORDINARIO"
"197","2019-B","I5893","METODOS MATEMATICOS I","84","ORDINARIO"
"197","2019-B","I5892","MATEMATICA DISCRETA","75","ORDINARIO"
"197","2020-A","I5895","METODOS MATEMATICOS II","60","ORDINARIO"
"197","2020-A","I5886","ESTRUCTURAS DE DATOS I","79","ORDINARIO"
"197","2020-A","I5915","TEORIA DE LA COMPUTACION","100","ORDINARIO"
"197","2020-A","I5887","SEMINARIO DE SOLUCION DE PROBLEMAS DE ESTRUCTURAS DE DATOS I","60","ORDINARIO"
"197","2020-A","I5896","SEMINARIO DE SOLUCION DE PROBLEMAS DE METODOS MATEMATICOS II","75","ORDINARIO"
"197","2020-B","I5907","ADMINISTRACION DE REDES","69","ORDINARIO"
"197","2020-B","I5910","HIPERMEDIA","100","ORDINARIO"
"197","2020-B","I5897","ESTADISTICA Y PROCESOS ESTOCASTICOS","80","ORDINARIO"
"197","2020-B","I5908","ADMINISTRACION DE SERVIDORES","98","ORDINARIO"
"197","2020-B","I5888","ESTRUCTURAS DE DATOS II","75","ORDINARIO"
"197","2021-A","I5909","PROGRAMACION PARA INTERNET","97","ORDINARIO"
"197","2021-A","I5889","SEMINARIO DE SOLUCION DE PROBLEMAS DE ESTRUCTURAS DE DATOS II","90","ORDINARIO"
"197","2021-A","I5890","BASES DE DATOS","100","ORDINARIO"
"197","2021-A","I5891","SEMINARIO DE SOLUCION DE PROBLEMAS DE BASES DE DATOS","100","ORDINARIO"
"197","2021-A","I5898","INGENIERIA DE SOFTWARE I","62","ORDINARIO"
"197","2021-B","I5901","CONTROL DE PROYECTOS","100","ORDINARIO"
"197","2021-B","I5902","ADMINISTRACION DE BASES DE DATOS","96","ORDINARIO"
"197","2021-B","I5905","SEGURIDAD DE LA INFORMACION","90","ORDINARIO"
"197","2021-B","I5900","INGENIERIA DE SOFTWARE II","91","ORDINARIO"
"197","2021-B","I5904","SEMINARIO DE SOLUCION DE PROBLEMAS DE USO, ADAPTACION, EXPLOTACION DE SISTEMAS OPERATIVOS","100","ORDINARIO"
"197","2021-B","I5903","USO, ADAPTACION Y EXPLOTACION DE SISTEMAS OPERATIVOS","100","ORDINARIO"
"197","2022-A","I5884","ALGORITMIA","97","ORDINARIO"
"197","2022-A","I5913","SISTEMAS BASADOS EN CONOCIMIENTO","100","ORDINARIO"
"197","2022-A","I5885","SEMINARIO DE SOLUCION DE PROBLEMAS DE ALGORITMIA","100","ORDINARIO"
"197","2022-A","I5914","SEMINARIO DE SOLUCION DE PROBLEMAS DE SISTEMAS BASADOS EN CONOCIMIENTO","100","ORDINARIO"
"197","2022-A","I5912","CLASIFICACION INTELIGENTE DE DATOS","99","ORDINARIO"
"197","2022-A","I5899","SEMINARIO DE SOLUCION DE PROBLEMAS DE INGENIERIA DE SOFTWARE I","99","ORDINARIO"
"197","2022-B","I5911","MINERIA DE DATOS","85","ORDINARIO"
"197","2022-B","I7037","SEGURIDAD","100","ORDINARIO"
"197","2022-B","I7042","SIMULACION POR COMPUTADORA","100","ORDINARIO"
"197","2022-B","I5906","ALMACENES DE DATOS (DATA WAREHOUSE)","100","ORDINARIO"
"197","2023-A","IL350","LIDERAZGO Y EMPRENDIMIENTO","100","ORDINARIO"
"197","2023-A","ET417","TOPICOS SELECTOS EN ELECTRONICA","100","ORDINARIO"
"197","2023-A","IL351","INNOVACION Y TECNOLOGIA","100","ORDINARIO"
"197","2023-A","ET412","TOPICOS SELECTOS EN COMUNICACIONES","100","ORDINARIO"
"197","2023-B","I5916","PROYECTO DE GESTION DE LA TECNOLOGIA DE INFORMACION","AC","ORDINARIO"
"197","2023-B","I5917","PROYECTO DE SISTEMAS ROBUSTOS, PARALELOS Y DISTRIBUIDOS","AC","ORDINARIO"
"197","2023-B","I5918","COMPUTO FLEXIBLE (SOFTCOMPUTING)","AC","ORDINARIO"
"197","2023-B","ET414","TOPICOS SELECTOS EN SISTEMAS DIGITALES","100","ORDINARIO"
"198","2019-B","I6123","INTRODUCCION A LA FISICA","SD","ORDINARIO"
"198","2019-B","I6123","INTRODUCCION A LA FISICA","SD","EXTRAORDINARIO"
"198","2019-B","I5883","SEMINARIO DE SOLUCION DE PROBLEMAS DE PROGRAMACION","42","ORDINARIO"
"198","2019-B","I5892","MATEMATICA DISCRETA","60","ORDINARIO"
"198","2019-B","I5882","PROGRAMACION","75","ORDINARIO"
"198","2019-B","I5894","SEMINARIO DE SOLUCION DE PROBLEMAS DE METODOS MATEMATICOS I","SD","ORDINARIO"
"198","2020-A","I6123","INTRODUCCION A LA FISICA","60","ORDINARIO"
"198","2020-A","I5893","METODOS MATEMATICOS I","80","ORDINARIO"
"198","2020-A","I5894","SEMINARIO DE SOLUCION DE PROBLEMAS DE METODOS MATEMATICOS I","64","ORDINARIO"
"198","2020-A","I5883","SEMINARIO DE SOLUCION DE PROBLEMAS DE PROGRAMACION","100","ORDINARIO"
"199","2019-B","I5894","SEMINARIO DE SOLUCION DE PROBLEMAS DE METODOS MATEMATICOS I","55","ORDINARIO"
"199","2019-B","I6123","INTRODUCCION A LA FISICA","60","ORDINARIO"
"199","2019-B","I5892","MATEMATICA DISCRETA","60","ORDINARIO"
"199","2019-B","I5883","SEMINARIO DE SOLUCION DE PROBLEMAS DE PROGRAMACION","86","ORDINARIO"
"199","2019-B","I5882","PROGRAMACION","60","ORDINARIO"
"199","2019-B","I5893","METODOS MATEMATICOS I","85","ORDINARIO"
"199","2020-A","I5895","METODOS MATEMATICOS II","85","ORDINARIO"
"199","2020-A","I5897","ESTADISTICA Y PROCESOS ESTOCASTICOS","98","ORDINARIO"
"199","2020-A","I5915","TEORIA DE LA COMPUTACION","70","ORDINARIO"
"199","2020-A","I5894","SEMINARIO DE SOLUCION DE PROBLEMAS DE METODOS MATEMATICOS I","82","ORDINARIO"
"199","2020-B","I5896","SEMINARIO DE SOLUCION DE PROBLEMAS DE METODOS MATEMATICOS II","75","ORDINARIO"
"199","2020-B","I5886","ESTRUCTURAS DE DATOS I","61","ORDINARIO"
"199","2021-A","I5908","ADMINISTRACION DE SERVIDORES","67","ORDINARIO"
"199","2021-A","I5887","SEMINARIO DE SOLUCION DE PROBLEMAS DE ESTRUCTURAS DE DATOS I","87","ORDINARIO"
"199","2021-A","I5907","ADMINISTRACION DE REDES","63","ORDINARIO"
"199","2021-B","I5885","SEMINARIO DE SOLUCION DE PROBLEMAS DE ALGORITMIA","SD","ORDINARIO"
"199","2021-B","I5891","SEMINARIO DE SOLUCION DE PROBLEMAS DE BASES DE DATOS","SD","ORDINARIO"
"199","2021-B","I5889","SEMINARIO DE SOLUCION DE PROBLEMAS DE ESTRUCTURAS DE DATOS II","SD","ORDINARIO"
"199","2021-B","I5890","BASES DE DATOS","SD","ORDINARIO"
"199","2021-B","I5901","CONTROL DE PROYECTOS","SD","ORDINARIO"
"199","2021-B","I5901","CONTROL DE PROYECTOS","SD","EXTRAORDINARIO"
"199","2021-B","I5890","BASES DE DATOS","SD","EXTRAORDINARIO"
"199","2022-A","I5889","SEMINARIO DE SOLUCION DE PROBLEMAS DE ESTRUCTURAS DE DATOS II","80","ORDINARIO"
"199","2022-A","I5884","ALGORITMIA","SD","EXTRAORDINARIO"
"199","2022-A","I5888","ESTRUCTURAS DE DATOS II","76","ORDINARIO"
"199","2022-A","I5902","ADMINISTRACION DE BASES DE DATOS","60","ORDINARIO"
"199","2022-A","I5891","SEMINARIO DE SOLUCION DE PROBLEMAS DE BASES DE DATOS","61","ORDINARIO"
"199","2022-A","I5909","PROGRAMACION PARA INTERNET","SD","EXTRAORDINARIO"
"199","2022-A","I5909","PROGRAMACION PARA INTERNET","SD","ORDINARIO"
"199","2022-A","I5884","ALGORITMIA","45","ORDINARIO"
"199","2022-B","I5890","BASES DE DATOS","SD","ORDINARIO"
"199","2022-B","I5910","HIPERMEDIA","91","ORDINARIO"
"199","2022-B","I5884","ALGORITMIA","60","ORDINARIO"
"199","2022-B","I5901","CONTROL DE PROYECTOS","85","ORDINARIO"
"199","2022-B","I5890","BASES DE DATOS","SD","EXTRAORDINARIO"
"199","2022-B","I5911","MINERIA DE DATOS","25","ORDINARIO"
"199","2022-B","I5909","PROGRAMACION PARA INTERNET","SD","EXTRAORDINARIO"
"199","2022-B","I5909","PROGRAMACION PARA INTERNET","SD","ORDINARIO"
"199","2022-B","I5911","MINERIA DE DATOS","0","EXTRAORDINARIO"
"199","2023-A","I5909","PROGRAMACION PARA INTERNET","100","ORDINARIO"
"199","2023-A","IL365","ARQUITECTURA DE COMPUTADORAS","86","ORDINARIO"
"199","2023-A","I5885","SEMINARIO DE SOLUCION DE PROBLEMAS DE ALGORITMIA","100","ORDINARIO"
"199","2023-A","I5890","BASES DE DATOS","81","ORDINARIO"
"199","2023-A","I5898","INGENIERIA DE SOFTWARE I","SD","ORDINARIO"
"199","2023-A","I5898","INGENIERIA DE SOFTWARE I","SD","EXTRAORDINARIO"
"199","2023-A","I5911","MINERIA DE DATOS","75","ORDINARIO"
"199","2023-A","I5906","ALMACENES DE DATOS (DATA WAREHOUSE)","65","ORDINARIO"
"199","2023-A","I5912","CLASIFICACION INTELIGENTE DE DATOS","55","ORDINARIO"
"199","2023-A","I5912","CLASIFICACION INTELIGENTE DE DATOS","60","EXTRAORDINARIO"
"199","2023-B","I7040","INTELIGENCIA ARTIFICIAL II","78","ORDINARIO"
"199","2023-B","IL361","FUNDAMENTOS DE INTELIGENCIA ARTIFICIAL","SD","ORDINARIO"
"199","2023-B","I5903","USO, ADAPTACION Y EXPLOTACION DE SISTEMAS OPERATIVOS","83","ORDINARIO"
"199","2023-B","I5900","INGENIERIA DE SOFTWARE II","62","ORDINARIO"
"199","2023-B","I5914","SEMINARIO DE SOLUCION DE PROBLEMAS DE SISTEMAS BASADOS EN CONOCIMIENTO","SD","ORDINARIO"
"199","2023-B","I5905","SEGURIDAD DE LA INFORMACION","100","ORDINARIO"
"199","2023-B","I5899","SEMINARIO DE SOLUCION DE PROBLEMAS DE INGENIERIA DE SOFTWARE I","97","ORDINARIO"
"199","2023-B","IL361","FUNDAMENTOS DE INTELIGENCIA ARTIFICIAL","SD","EXTRAORDINARIO"
"199","2023-B","I5898","INGENIERIA DE SOFTWARE I","95","ORDINARIO"
"199","2024-A","IL361","FUNDAMENTOS DE INTELIGENCIA ARTIFICIAL","80","ORDINARIO"
"199","2024-A","IL349","ADMINISTRACION","92","ORDINARIO"
"199","2024-A","I5914","SEMINARIO DE SOLUCION DE PROBLEMAS DE SISTEMAS BASADOS EN CONOCIMIENTO","43","ORDINARIO"
"199","2024-A","I5913","SISTEMAS BASADOS EN CONOCIMIENTO","85","EXTRAORDINARIO"
"199","2024-A","I5913","SISTEMAS BASADOS EN CONOCIMIENTO","50","ORDINARIO"
"199","2024-A","I5904","SEMINARIO DE SOLUCION DE PROBLEMAS DE USO, ADAPTACION, EXPLOTACION DE SISTEMAS OPERATIVOS","90","ORDINARIO"
"199","2024-B","I5914","SEMINARIO DE SOLUCION DE PROBLEMAS DE SISTEMAS BASADOS EN CONOCIMIENTO","91","ORDINARIO"
"200","2019-B","I5892","MATEMATICA DISCRETA","79","ORDINARIO"
"200","2019-B","I5882","PROGRAMACION","95","ORDINARIO"
"200","2019-B","I5894","SEMINARIO DE SOLUCION DE PROBLEMAS DE METODOS MATEMATICOS I","83","ORDINARIO"
"200","2019-B","I5883","SEMINARIO DE SOLUCION DE PROBLEMAS DE PROGRAMACION","100","ORDINARIO"
"200","2019-B","I6123","INTRODUCCION A LA FISICA","72","ORDINARIO"
"200","2020-A","I5886","ESTRUCTURAS DE DATOS I","100","ORDINARIO"
"200","2020-A","I5893","METODOS MATEMATICOS I","81","ORDINARIO"
"200","2020-A","I5887","SEMINARIO DE SOLUCION DE PROBLEMAS DE ESTRUCTURAS DE DATOS I","98","ORDINARIO"
"200","2020-A","I5896","SEMINARIO DE SOLUCION DE PROBLEMAS DE METODOS MATEMATICOS II","95","ORDINARIO"
"200","2020-A","I5915","TEORIA DE LA COMPUTACION","78","ORDINARIO"
"200","2020-B","I5895","METODOS MATEMATICOS II","100","ORDINARIO"
"200","2020-B","I5897","ESTADISTICA Y PROCESOS ESTOCASTICOS","88","ORDINARIO"
"200","2020-B","I5889","SEMINARIO DE SOLUCION DE PROBLEMAS DE ESTRUCTURAS DE DATOS II","75","ORDINARIO"
"200","2020-B","I5885","SEMINARIO DE SOLUCION DE PROBLEMAS DE ALGORITMIA","100","ORDINARIO"
"200","2020-B","I5888","ESTRUCTURAS DE DATOS II","74","ORDINARIO"
"200","2020-B","I5907","ADMINISTRACION DE REDES","98","ORDINARIO"
"200","2020-B","I5884","ALGORITMIA","62","ORDINARIO"
"200","2021-A","I5890","BASES DE DATOS","SD","EXTRAORDINARIO"
"200","2021-A","I5891","SEMINARIO DE SOLUCION DE PROBLEMAS DE BASES DE DATOS","SD","ORDINARIO"
"200","2021-A","I5908","ADMINISTRACION DE SERVIDORES","SD","ORDINARIO"
"200","2021-A","I5908","ADMINISTRACION DE SERVIDORES","SD","EXTRAORDINARIO"
"200","2021-A","I5910","HIPERMEDIA","100","ORDINARIO"
"200","2021-A","I5890","BASES DE DATOS","SD","ORDINARIO"
"200","2021-A","I5898","INGENIERIA DE SOFTWARE I","87","ORDINARIO"
"200","2021-B","I5901","CONTROL DE PROYECTOS","100","ORDINARIO"
"200","2021-B","I5890","BASES DE DATOS","93","ORDINARIO"
"200","2021-B","I5908","ADMINISTRACION DE SERVIDORES","61","ORDINARIO"
"200","2021-B","I5891","SEMINARIO DE SOLUCION DE PROBLEMAS DE BASES DE DATOS","100","ORDINARIO"
"200","2021-B","I5909","PROGRAMACION PARA INTERNET","SD","ORDINARIO"
"200","2021-B","I5909","PROGRAMACION PARA INTERNET","SD","EXTRAORDINARIO"
"200","2022-A","I5900","INGENIERIA DE SOFTWARE II","97","ORDINARIO"
"200","2022-A","I5909","PROGRAMACION PARA INTERNET","100","ORDINARIO"
"200","2022-A","I5899","SEMINARIO DE SOLUCION DE PROBLEMAS DE INGENIERIA DE SOFTWARE I","97","ORDINARIO"
"200","2022-B","I5903","USO, ADAPTACION Y EXPLOTACION DE SISTEMAS OPERATIVOS","78","ORDINARIO"
"200","2022-B","I5904","SEMINARIO DE SOLUCION DE PROBLEMAS DE USO, ADAPTACION, EXPLOTACION DE SISTEMAS OPERATIVOS","78","ORDINARIO"
"200","2022-B","I5905","SEGURIDAD DE LA INFORMACION","98","ORDINARIO"
"200","2023-A","I5911","MINERIA DE DATOS","60","ORDINARIO"
"200","2023-A","I5906","ALMACENES DE DATOS (DATA WAREHOUSE)","100","ORDINARIO"
"200","2023-A","I5902","ADMINISTRACION DE BASES DE DATOS","90","ORDINARIO"
"200","2023-B","ET414","TOPICOS SELECTOS EN SISTEMAS DIGITALES","90","ORDINARIO"
"200","2023-B","IL350","LIDERAZGO Y EMPRENDIMIENTO","90","ORDINARIO"
"200","2023-B","I5913","SISTEMAS BASADOS EN CONOCIMIENTO","100","ORDINARIO"
"200","2023-B","I5914","SEMINARIO DE SOLUCION DE PROBLEMAS DE SISTEMAS BASADOS EN CONOCIMIENTO","89","ORDINARIO"
"200","2023-B","IL351","INNOVACION Y TECNOLOGIA","85","ORDINARIO"
"200","2024-A","I5912","CLASIFICACION INTELIGENTE DE DATOS","47","ORDINARIO"
"200","2024-A","I5912","CLASIFICACION INTELIGENTE DE DATOS","SD","EXTRAORDINARIO"
"200","2024-A","ET418","TOPICOS SELECTOS EN COMPUTACION","74","ORDINARIO"
"200","2024-B","I5912","CLASIFICACION INTELIGENTE DE DATOS","87","ORDINARIO"
"201","2019-B","I5882","PROGRAMACION","60","ORDINARIO"
"201","2019-B","I5892","MATEMATICA DISCRETA","SD","EXTRAORDINARIO"
"201","2019-B","I5892","MATEMATICA DISCRETA","SD","ORDINARIO"
"201","2019-B","I5883","SEMINARIO DE SOLUCION DE PROBLEMAS DE PROGRAMACION","96","ORDINARIO"
"201","2019-B","I5894","SEMINARIO DE SOLUCION DE PROBLEMAS DE METODOS MATEMATICOS I","SD","ORDINARIO"
"201","2020-B","I5894","SEMINARIO DE SOLUCION DE PROBLEMAS DE METODOS MATEMATICOS I","60","ORDINARIO"
"201","2020-B","I5915","TEORIA DE LA COMPUTACION","26","ORDINARIO"
"201","2020-B","I5915","TEORIA DE LA COMPUTACION","50","EXTRAORDINARIO"
"179","2021-A","I5885","SEMINARIO DE SOLUCION DE PROBLEMAS DE ALGORITMIA","SD","ORDINARIO"
"179","2021-A","I5891","SEMINARIO DE SOLUCION DE PROBLEMAS DE BASES DE DATOS","91","ORDINARIO"
"179","2021-A","I5890","BASES DE DATOS","100","ORDINARIO"
"179","2021-B","I5910","HIPERMEDIA","90","ORDINARIO"
"179","2021-B","I5885","SEMINARIO DE SOLUCION DE PROBLEMAS DE ALGORITMIA","100","ORDINARIO"
"179","2021-B","I5909","PROGRAMACION PARA INTERNET","81","ORDINARIO"
"179","2021-B","I5901","CONTROL DE PROYECTOS","96","ORDINARIO"
"179","2021-B","I5899","SEMINARIO DE SOLUCION DE PROBLEMAS DE INGENIERIA DE SOFTWARE I","66","ORDINARIO"
"179","2022-A","I5905","SEGURIDAD DE LA INFORMACION","100","ORDINARIO"
"179","2022-A","I5906","ALMACENES DE DATOS (DATA WAREHOUSE)","100","ORDINARIO"
"179","2022-A","I5911","MINERIA DE DATOS","92","ORDINARIO"
"179","2022-A","I5904","SEMINARIO DE SOLUCION DE PROBLEMAS DE USO, ADAPTACION, EXPLOTACION DE SISTEMAS OPERATIVOS","75","ORDINARIO"
"179","2022-A","I5903","USO, ADAPTACION Y EXPLOTACION DE SISTEMAS OPERATIVOS","92","ORDINARIO"
"179","2022-B","I5913","SISTEMAS BASADOS EN CONOCIMIENTO","50","ORDINARIO"
"179","2022-B","I5913","SISTEMAS BASADOS EN CONOCIMIENTO","50","EXTRAORDINARIO"
"179","2022-B","IL353","ADMINISTRACION DE PROYECTOS TECNOLOGICOS","98","ORDINARIO"
"179","2022-B","I5900","INGENIERIA DE SOFTWARE II","83","ORDINARIO"
"179","2022-B","I5912","CLASIFICACION INTELIGENTE DE DATOS","50","ORDINARIO"
"179","2022-B","I5912","CLASIFICACION INTELIGENTE DE DATOS","50","EXTRAORDINARIO"
"179","2023-A","ET414","TOPICOS SELECTOS EN SISTEMAS DIGITALES","100","ORDINARIO"
"179","2023-A","I5913","SISTEMAS BASADOS EN CONOCIMIENTO","93","ORDINARIO"
"179","2023-A","I5912","CLASIFICACION INTELIGENTE DE DATOS","100","ORDINARIO"
"179","2023-B","I5914","SEMINARIO DE SOLUCION DE PROBLEMAS DE SISTEMAS BASADOS EN CONOCIMIENTO","100","ORDINARIO"
"179","2023-B","IL341","ETICA Y LEGISLACION","100","ORDINARIO"
"179","2024-A","I7023","ARQUITECTURA DE COMPUTADORAS","82","ORDINARIO"
"179","2024-A","I5902","ADMINISTRACION DE BASES DE DATOS","98","ORDINARIO"
"179","2024-B","I5918","COMPUTO FLEXIBLE (SOFTCOMPUTING)","AC","ORDINARIO"
"179","2024-B","I5917","PROYECTO DE SISTEMAS ROBUSTOS, PARALELOS Y DISTRIBUIDOS","AC","ORDINARIO"
"179","2024-B","I5916","PROYECTO DE GESTION DE LA TECNOLOGIA DE INFORMACION","AC","ORDINARIO"
"180","2019-B","I5882","PROGRAMACION","SD","ORDINARIO"
